"Agency","Subagency","accountID","Title","Obligation"
"Department of Education","Office of Elementary and Secondary Education",2833,"Education for the Disadvantaged, Education",11228856111.94
"Department of Education","Office of Elementary and Secondary Education",2813,"Chicago Litigation Settlement, Education",0
"Department of Education","Office of Elementary and Secondary Education",2799,"Impact AID, Education",1083142088.7
"Department of Education","Office of Elementary and Secondary Education",2835,"School Improvement Programs,  Education",1704562409.32
"Department of Education","Office of Elementary and Secondary Education",2808,"Safe Schools and Citizenship Education,  Education",73543291.47
"Department of Education","Office of Elementary and Secondary Education",2798,"Indian Education, Office of Elementary and Secondary Education,  Education",122442.3
"Department of Education","Office of Innovation and Improvement",2809,"Innovation and Improvement, Education",381117749.9
"Department of Education","Office of English Language Acquisition",2838,"Bilingual and Immigrant Education, Education",6080835.54
"Department of Education","Office of Special Education and Rehabilitative Services",2823,"Special Education, Education",9237932224.86
"Department of Education","Office of Special Education and Rehabilitative Services",2824,"Rehabilitation Services and Disability Research, Education",1873056993.75
"Department of Education","Office of Special Education and Rehabilitative Services",2827,"American Printing House for the Blind, Special Institutions for Persons with Disabilities, Education",14590258
"Department of Education","Office of Special Education and Rehabilitative Services",2828,"National Technical Institute for the Deaf, Special Institutions for Persons with Disabilities, Department of Education",40169540
"Department of Education","Office of Special Education and Rehabilitative Services",2829,"Gallaudet University, Special Institutions for Persons with Disabilities, Education",69577825
"Department of Education","Office of Career, Technical, and Adult Education",2826,"Career, Technical, and Adult Education, Education",773227086.81
"Department of Education","Office of Postsecondary Education",2806,"Higher Education, Department of Education",3088569.93
"Department of Education","Office of Postsecondary Education",2830,"Howard University,  Education",123858021
"Department of Education","Office of Postsecondary Education",2817,"College Housing and Academic Facilities Loans Program,  Education",198085.24
"Department of Education","Office of Postsecondary Education",2841,"Historically Black College and University Capital Financing Program Account, Education",115871.31
"Department of Education","Office of Postsecondary Education",2818,"College Housing and Academic Facilities Loans, Liquidating Account, Education",0
"Department of Education","Office of Postsecondary Education",2816,"Higher Education Facilities Loans and Insurance,  Education",60197.48
"Department of Education","Office of Postsecondary Education",2843,"College Housing Loans, Education",268188.46
"Department of Education","Office of Federal Student Aid",2805,"Student Financial Assistance, Education",3358374713.69
"Department of Education","Office of Federal Student Aid",2821,"Iraq and Afghanistan Service Grants Program, Office of Federal Student AID, Education",203338.91
"Department of Education","Office of Federal Student Aid",2807,"Student and Administration, Education",519027797.11
"Department of Education","Office of Federal Student Aid",2811,"Teach Grant Program Account,  Education",3756557
"Department of Education","Office of Federal Student Aid",2848,"Federal Student Loan Reserve Fund, Education",12483200
"Department of Education","Office of Federal Student Aid",2819,"Federal Direct Student Loan Program, Education",0
"Department of Education","Office of Federal Student Aid",2814,"Guaranteed Student Loans, Liquidating Account, Education",68337391
"Department of Education","Office of Federal Student Aid",2850,"Health Education Assistance Loans Liquidating Account, Education",746896.84
"Department of Education","Institute of Education Sciences",2837,"Institute of Education Sciences, Department of Education",230121410.74
"Department of Education","Departmental Management",2832,"Program Administration, Departmental Management,  Education",189690992.29
"Department of Education","Departmental Management",2861,"Contributions,  Education",343940.09
"Department of Education","Departmental Management",2831,"Office for Civil Rights, Departmental Management, Education",51036639.7
"Department of Education","Departmental Management",2839,"Office of the Inspector General, Departmental Management,  Education",26741282
"Department of Education","Departmental Management",2840,"Office of the Inspector General - Recovery Act, Departmental Management, Education",0
"Department of Education","Hurricane Education Recovery",2797,"Hurricane Education Recovery, Office of Elementary and Secondary Education, Education",0
"Department of Energy","National Nuclear Security Administration",2728,"Federal Salaries and Expenses, National Nuclear Security Administration, Energy",173006774.42
"Department of Energy","National Nuclear Security Administration",2729,"Naval Reactors, National Nuclear Security Administration, Energy",1502150282.8
"Department of Energy","National Nuclear Security Administration",2715,"Weapons Activities, National Nuclear Security Administration, Energy",5513409578.75
"Department of Energy","National Nuclear Security Administration",2726,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",932847984.58
"Department of Energy","National Nuclear Security Administration",2727,"Cerro Grande Fire Activities, Energy",0
"Department of Energy","Environmental and Other Defense Activities",2716,"Defense Environmental Restoration and Waste Management, Energy",0
"Department of Energy","Environmental and Other Defense Activities",2721,"Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy",2765960859.84
"Department of Energy","Environmental and Other Defense Activities",2719,"Defense Environmental Services, Energy",0
"Department of Energy","Environmental and Other Defense Activities",2717,"Other Defense Activities, Environmental and Other Defense Activities, Energy",870427833.82
"Department of Energy","Environmental and Other Defense Activities",2718,"Defense Nuclear Waste Disposal, Environmental and Other Defense Activities, Energy",0
"Department of Energy","Energy Programs",2706,"Science, Energy Programs, Energy",2768712471.26
"Department of Energy","Energy Programs",2741,"Advanced Research Projects Agency-Energy, Energy Programs, Energy",148841885.2
"Department of Energy","Energy Programs",2707,"Energy Supply, Energy",751.44
"Department of Energy","Energy Programs",2732,"Nuclear Energy, Energy Programs, Energy",558203826.52
"Department of Energy","Energy Programs",2731,"Electricity Delivery and Energy Reliability, Energy Programs, Energy",46038347.23
"Department of Energy","Energy Programs",2733,"Legacy Management, Energy Programs, Energy",0
"Department of Energy","Energy Programs",2734,"Energy Efficiency and Renewable Energy, Energy Programs, Energy",958475306.46
"Department of Energy","Energy Programs",2730,"Non-Defense Environmental Cleanup, Energy Programs, Energy",143350787.56
"Department of Energy","Energy Programs",2699,"Fossil Energy Research and Development, Energy Programs, Energy",160869718.83
"Department of Energy","Energy Programs",2705,"Naval Petroleum and Oil Shale Reserves, Energy Programs, Energy",5812741.25
"Department of Energy","Energy Programs",2701,"Energy Conservation, Energy",0
"Department of Energy","Energy Programs",2704,"Strategic Petroleum Reserve, Energy Programs, Energy",109863796.18
"Department of Energy","Energy Programs",2711,"Emergency Preparedness, Energy",0
"Department of Energy","Energy Programs",2710,"SPR Petroleum Account, Energy Programs, Energy",567000
"Department of Energy","Energy Programs",2773,"Energy Security and Infrastructure Modernization Fund",0
"Department of Energy","Energy Programs",2702,"Energy Information Administration, Energy",50609340.11
"Department of Energy","Energy Programs",2698,"Salaries and Expenses, Federal Energy Regulatory Commission, Energy",154558024.78
"Department of Energy","Energy Programs",2712,"Clean Coal Technology, Energy Programs, Energy",0
"Department of Energy","Energy Programs",2770,"Ultra-Deepwater and Unconventional Natural Gas and Other Petroleum Research Fund, Energy",0
