zip,value
11999,1255001
12000,3977810
12001,2904352
12002,1848035
12003,3400212
12004,3933463
12005,2830421
12006,1537616
12007,2284067
12008,3652543
12009,3937935
12010,2006629
12011,3660526
12012,1122766
12013,3591049
12014,1146919
12015,2191263
12016,1443866
12017,2084881
12018,3878102
12019,3839662
12020,2060600
12021,2763768
12022,1296437
12023,3219622
12024,1898384
12025,1151001
12026,2279083
12027,2389058
12028,1559102
12029,2782229
12030,2439708
12031,3140792
12032,3755038
12033,3500403
12034,2056191
12035,1738063
12036,3520407
12037,2235649
12038,3459302
12039,1230238
12040,2051801
12041,3329944
12042,1419420
12043,2851515
12044,2788896
12045,3968730
12046,1119166
12047,1500644
12048,2051958
12049,2364745
12050,2898325
12051,2419992
12052,3565711
12053,1324082
12054,2122999
12055,1598333
12056,1950205
12057,2534908
12058,2601106
12059,2639436
12060,3027469
12061,2205058
12062,2886940
12063,3299470
12064,1870356
12065,2445403
12066,1599421
12067,2312096
12068,2105437
12069,1974053
12070,2472110
12071,3716631
12072,1071800
12073,1703065
12074,2852077
12075,2037566
12076,1595605
12077,1688463
12078,3082684
12079,3000305
12080,2607119
12081,2804531
12082,3374251
12083,2967144
12084,3473956
12085,1195131
12086,2073500
12087,1950291
12088,3284004
12089,2627361
12090,2003764
12091,1421515
12092,1415891
12093,2226220
12094,2963836
12095,1547963
12096,2700020
12097,1658788
12098,3713564
12099,1921335
12100,2531863
12101,2603934
12102,3657603
12103,2112323
12104,3103736
12105,3441691
12106,2621788
12107,1425898
12108,2883239
12109,1013443
12110,3886057
12111,3648393
12112,2859800
12113,2991067
12114,2733676
12115,3772244
12116,2593349
12117,1592734
12118,2704928
12119,1401424
12120,3598347
12121,3223307
12122,3199334
12123,1686453
12124,1715682
12125,2553118
12126,2533627
12127,3445938
12128,3514855
12129,3542308
12130,2694953
12131,2547674
12132,1494025
12133,3390962
12134,3140522
12135,3179119
12136,2670029
12137,3257403
12138,3471049
12139,2946401
12140,2314954
12141,3021919
12142,2104984
12143,3101022
12144,3788089
12145,2712858
12146,2901485
12147,3292517
12148,3872634
12149,3781824
12150,3587072
12151,1148042
12152,1018090
12153,3546551
12154,1885102
12155,3509060
12156,1563056
12157,1110440
12158,1624657
12159,2581326
12160,2643433
12161,3452136
12162,1667056
12163,3436458
12164,3539437
12165,1562135
12166,1080415
12167,1724742
12168,2456187
12169,1317795
12170,1881722
12171,1144927
12172,2691972
12173,3231644
12174,1821568
12175,1773241
12176,2947952
12177,2662121
12178,1762142
12179,1944152
12180,3131667
12181,3193587
12182,3217459
12183,2429209
12184,2997778
12185,1524875
12186,1084965
12187,2691103
12188,3034404
12189,2390651
12190,2403881
12191,2069937
12192,1660968
12193,3388715
12194,3664345
12195,2984269
12196,2079309
12197,3430539
12198,2536541
12199,2312714
12200,2084108
12201,3225378
12202,1362780
12203,1951390
12204,1620713
12205,3566047
12206,2585921
12207,3517536
12208,2478676
12209,1895546
12210,3794798
12211,3863050
12212,2228044
12213,3866534
12214,3684038
12215,3747368
12216,2981375
12217,2509646
12218,1613924
12219,1107550
12220,3415502
12221,1359913
12222,3216546
12223,2488255
12224,1958068
12225,2364675
12226,1688241
12227,2983501
12228,1400455
12229,3382632
12230,1058863
12231,3445178
12232,3551294
12233,1103757
12234,3699146
12235,3972406
12236,1503985
12237,1595121
12238,2552984
12239,3824899
12240,1408110
12241,2355139
12242,1225472
12243,3594880
12244,2385781
12245,2644156
12246,1539771
12247,2841890
12248,1006564
12249,1807930
12250,1092753
12251,3654602
12252,1710836
12253,1444241
12254,1614412
12255,2508067
12256,2554253
12257,3656356
12258,2277243
12259,3686497
12260,2080839
12261,2448899
12262,2903837
12263,3352973
12264,3813785
12265,3367620
12266,3942992
12267,2369699
12268,1888845
12269,3795394
12270,2692335
12271,3744071
12272,2148411
12273,1963284
12274,3100437
12275,2649059
12276,3060513
12277,2331335
12278,2866532
12279,3870517
12280,1988267
12281,1228823
12282,3801232
12283,2997209
12284,3928669
12285,1380354
12286,3566957
12287,3656094
12288,3074613
12289,1611570
12290,2747362
12291,3108713
12292,2138477
12293,2040366
12294,3727569
12295,2098297
12296,1885457
12297,2934939
12298,2803355
12299,3162674
12300,1503518
12301,2710968
12302,2402024
12303,2403089
12304,2838601
12305,2952760
12306,1557450
12307,2356397
12308,3304540
12309,1905980
12310,1824138
12311,2030534
12312,1366851
12313,1864089
12314,1188194
12315,2964690
12316,1931457
12317,3086630
12318,3896331
12319,2766905
12320,1588805
12321,1809580
12322,3134421
12323,1389855
12324,3586111
12325,1340770
12326,3888203
12327,3016772
12328,3615463
12329,3759106
12330,3907103
12331,1334134
12332,2959502
12333,1969360
12334,1201208
12335,3803069
12336,3697019
12337,3230198
12338,2422585
12339,1444097
12340,1875434
12341,1518349
12342,1156610
12343,3668420
12344,2389106
12345,2159861
12346,2331285
12347,3804799
12348,3996574
12349,3652792
12350,2207706
12351,2644782
12352,2037421
12353,2648056
12354,3090009
12355,2645132
12356,2697283
12357,2483159
12358,1053673
12359,2656776
12360,1837404
12361,2785799
12362,1858348
12363,3718801
12364,1375368
12365,3961886
12366,2962321
12367,2356171
12368,3519254
12369,1796783
12370,3450277
12371,2319680
12372,1231016
12373,1842120
12374,1709034
12375,1385741
12376,2605967
12377,3469825
12378,3976862
12379,2954410
12380,1980308
12381,3852257
12382,2731891
12383,1451689
12384,3965634
12385,3675973
12386,2699601
12387,2829984
12388,3131450
12389,2579687
12390,2528859
12391,2725328
12392,2863301
12393,1318713
12394,1077952
12395,2924723
12396,2311330
12397,2847756
12398,3534925
12399,1769603
12400,1755541
12401,3395838
12402,3598530
12403,1924297
12404,1605972
12405,1236868
12406,1781623
12407,1565542
12408,3640288
12409,2512480
12410,2612108
12411,1932498
12412,3356481
12413,1865523
12414,2256361
12415,3567999
12416,1295649
12417,1833847
12418,2435677
12419,3716815
12420,2071523
12421,2074854
12422,2003270
12423,3034445
12424,2749275
12425,2191017
12426,3889118
12427,2467037
12428,1836496
12429,2115913
12430,3934755
12431,1733926
12432,1753776
12433,2298471
12434,2841186
12435,1640158
12436,2075361
12437,3809102
12438,1791150
12439,3108194
12440,3479065
12441,3433726
12442,1059294
12443,2228999
12444,1506376
12445,2135984
12446,2634079
12447,3419931
12448,2479700
12449,3894272
12450,2068167
12451,3970565
12452,2289671
12453,1136365
12454,1601599
12455,2493819
12456,2809841
12457,2962427
12458,2148075
12459,2984765
12460,2199315
12461,1137768
12462,2115298
12463,3914582
12464,2061480
12465,3304295
12466,2056990
12467,3773759
12468,1875910
12469,2124846
12470,3248288
12471,2157492
12472,1302344
12473,2185522
12474,1434522
12475,1090985
12476,1930706
12477,3785174
12478,2309604
12479,1100088
12480,2087096
12481,3198650
12482,1405128
12483,1947566
12484,2496090
12485,3469223
12486,2531973
12487,1997991
12488,1063162
12489,2298238
12490,1252337
12491,1008599
12492,2665476
12493,3546677
12494,3644206
12495,3751606
12496,2990870
12497,3559128
12498,1113939
12499,2651526
12500,2124734
12501,2521530
12502,1946265
12503,1997343
12504,2861285
12505,2924257
12506,1387454
12507,3372429
12508,2919213
12509,3763288
12510,3122579
12511,2973711
12512,3844562
12513,3729264
12514,2417815
12515,3529625
12516,3839177
12517,3897954
12518,3369480
12519,3882848
12520,2924137
12521,3311323
12522,2749538
12523,2351604
12524,3498337
12525,1371072
12526,3620848
12527,2534524
12528,2007051
12529,3203226
12530,2889713
12531,2808335
12532,2282262
12533,1466034
12534,1954311
12535,1384669
12536,3030887
12537,3199966
12538,2038053
12539,3335942
12540,3863960
12541,2902308
12542,3960609
12543,2581419
12544,2266049
12545,1029906
12546,2176685
12547,2811603
12548,2025707
12549,1970924
12550,2021984
12551,2508101
12552,3198514
12553,2022265
12554,1248132
12555,3958532
12556,2514963
12557,2903041
12558,1593413
12559,2488653
12560,1319610
12561,2551408
12562,2036759
12563,1616755
12564,1916584
12565,1301337
12566,2881937
12567,1292969
12568,3537947
12569,3466793
12570,2339149
12571,1062868
12572,3396188
12573,3260609
12574,1631489
12575,1412551
12576,1170019
12577,3556665
12578,2252776
12579,3937446
12580,1105418
12581,3240038
12582,1075906
12583,3859489
12584,3989965
12585,1538133
12586,1581111
12587,1249955
12588,1582191
12589,2510935
12590,1757930
12591,1894760
12592,2141561
12593,3562812
12594,2387046
12595,1035985
12596,1951667
12597,2923979
12598,2224637
12599,1578996
12600,2143001
12601,1360168
12602,2279028
12603,1216190
12604,3480767
12605,1359197
12606,1843035
12607,2194569
12608,2801359
12609,2508198
12610,2912949
12611,1523031
12612,1244628
12613,3718845
12614,3312812
12615,2943248
12616,1878534
12617,3685281
12618,1230249
12619,2518008
12620,1221654
12621,2125174
12622,3219623
12623,2984057
12624,3007515
12625,2171816
12626,3461988
12627,1459975
12628,1449204
12629,1430417
12630,1604232
12631,3506494
12632,2208602
12633,1649544
12634,3005414
12635,3536902
12636,2401021
12637,3295149
12638,1150626
12639,1760736
12640,2027919
12641,2753860
12642,3508106
12643,3061613
12644,1637733
12645,2207198
12646,3833200
12647,3774430
12648,2152714
12649,1646714
12650,3286820
12651,2850184
12652,1188237
12653,2172833
12654,2078190
12655,3091280
12656,1754540
12657,3150730
12658,1226367
12659,1295078
12660,1007020
12661,2512631
12662,3828584
12663,2245553
12664,2479851
12665,3427698
12666,3218119
12667,3804084
12668,3686567
12669,1079845
12670,1214066
12671,1124192
12672,1754218
12673,3409022
12674,3684744
12675,3746275
12676,1676359
12677,3669167
12678,3447685
12679,3737515
12680,1534810
12681,3776479
12682,3791803
12683,1280953
12684,1251903
12685,3871283
12686,2393463
12687,2533604
12688,3750682
12689,2089144
12690,2296522
12691,2094056
12692,1268933
12693,1553786
12694,2903526
12695,2162732
12696,1879949
12697,1795993
12698,3353637
12699,1021309
12700,1537869
12701,2449799
12702,1292008
12703,3071288
12704,1237682
12705,3403018
12706,3109179
12707,3127531
12708,3004933
12709,3478067
12710,2556116
12711,2868120
12712,3211955
12713,1921503
12714,1866817
12715,1692959
12716,3336998
12717,2069997
12718,1667088
12719,1035592
12720,3423256
12721,1768868
12722,3556133
12723,1916025
12724,2473842
12725,2979215
12726,3246859
12727,1907006
12728,1217722
12729,1913690
12730,2440587
12731,1638928
12732,2989098
12733,2803545
12734,1856068
12735,2835680
12736,1901712
12737,3538666
12738,1671346
12739,3024062
12740,3734295
12741,3445292
12742,1033444
12743,2867286
12744,3848890
12745,2885014
12746,3999274
12747,3069017
12748,1268305
12749,3382968
12750,2404200
12751,1698345
12752,1371805
12753,3840610
12754,2738638
12755,1202756
12756,2788417
12757,2662415
12758,1735367
12759,3583677
12760,2563169
12761,2258638
12762,3306770
12763,3917410
12764,3304577
12765,2260701
12766,2253393
12767,3293429
12768,2588786
12769,3882974
12770,3217426
12771,2225657
12772,3431681
12773,2240185
12774,3186994
12775,3777786
12776,2631913
12777,1170592
12778,1550932
12779,2119480
12780,1228051
12781,3858240
12782,1507866
12783,2715795
12784,1639245
12785,1907520
12786,2783985
12787,1621604
12788,1335708
12789,2668421
12790,2330878
12791,1755614
12792,1488031
12793,2097889
12794,3460979
12795,2212864
12796,1088934
12797,1223363
12798,3480067
12799,2363077
12800,2519815
12801,3018672
12802,3514056
12803,1198787
12804,1465062
12805,2905208
12806,3510628
12807,1776914
12808,2884616
12809,2852017
12810,1658751
12811,3373880
12812,3375600
12813,2994529
12814,1466488
12815,3749928
12816,1595629
12817,2163048
12818,3941774
12819,3663236
12820,1384767
12821,3989652
12822,3395612
12823,3370672
12824,1378631
12825,3543126
12826,3078368
12827,1261961
12828,2478957
12829,1693742
12830,1754662
12831,1820862
12832,1859261
12833,3290000
12834,1154078
12835,3410407
12836,2377826
12837,2687321
12838,2030534
12839,1299394
12840,1598781
12841,2735397
12842,2314811
12843,2745757
12844,2660945
12845,2891047
12846,3293100
12847,1428157
12848,2269940
12849,1590279
12850,1775653
12851,2571452
12852,1701957
12853,2159947
12854,2931545
12855,3774325
12856,1183714
12857,3065753
12858,2502819
12859,3762062
12860,1763386
12861,3990903
12862,3865238
12863,2947177
12864,2991605
12865,2079650
12866,3916742
12867,2166319
12868,2003253
12869,1579310
12870,2709642
12871,1442686
12872,3241223
12873,1830875
12874,1851928
12875,1461092
12876,2991462
12877,3850731
12878,2046538
12879,1493971
12880,1699056
12881,2666532
12882,2487221
12883,2777209
12884,3639736
12885,3653643
12886,3787123
12887,1936342
12888,2499312
12889,2154923
12890,3820776
12891,3180983
12892,1233974
12893,3804879
12894,2777505
12895,1606338
12896,2907457
12897,1171755
12898,2524597
12899,2233090
12900,1178576
12901,2515833
12902,3583431
12903,2088899
12904,1592788
12905,1135086
12906,1232891
12907,1391763
12908,1359806
12909,2964177
12910,3576572
12911,2691729
12912,1244606
12913,3568720
12914,2564257
12915,2392794
12916,2125306
12917,3993341
12918,3844697
12919,3667340
12920,1839014
12921,1328618
12922,3006726
12923,3920927
12924,2332886
12925,1784979
12926,2375637
12927,1567124
12928,3868074
12929,3691125
12930,2469892
12931,3438405
12932,3978088
12933,2306807
12934,2004063
12935,2108652
12936,3102167
12937,3842386
12938,2778800
12939,2113051
12940,3989226
12941,1961782
12942,2307860
12943,1474507
12944,2424331
12945,3173746
12946,1249237
12947,2334095
12948,1644450
12949,1487103
12950,2409591
12951,2863626
12952,3856868
12953,3888131
12954,1114818
12955,3042486
12956,3651947
12957,1423008
12958,2744523
12959,3184663
12960,1056073
12961,2529454
12962,3931505
12963,1606386
12964,1843140
12965,3485730
12966,3103233
12967,3521591
12968,2960330
12969,2441482
12970,2239897
12971,3622099
12972,3346093
12973,2748272
12974,1124657
12975,2662374
12976,2124995
12977,1858140
12978,3495999
12979,3782104
12980,1738294
12981,1030234
12982,3927431
12983,3129071
12984,2459795
12985,2055646
12986,1210086
12987,1115266
12988,2392695
12989,3142955
12990,1538221
12991,2507075
12992,3398950
12993,2929744
12994,1436649
12995,3379465
12996,3025676
12997,1910590
12998,1396679
12999,3296240
13000,1279551
