Agency,Subagency,accountID,Title,Obligation
Department of the Interior,Department-Wide Programs,600,Flame Wildfire Suppression Reserve Fund,0
Department of the Interior,United States Fish and Wildlife Service,604,Resource Management,1016512778
Department of the Interior,United States Fish and Wildlife Service,605,Construction,12178610.99
Department of the Interior,Department-Wide Programs,606,"Natural Resource Damage Assessment Fund, Natural Resource Damage Assessment and Restoration",5813074.26
Department of the Interior,United States Fish and Wildlife Service,608,Multinational Species Conservation Fund,1255488.37
Department of the Interior,United States Fish and Wildlife Service,609,National Wildlife Refuge Fund,0
Department of the Interior,United States Fish and Wildlife Service,610,Neotropical Migratory Bird Conservation,786700.09
Department of the Interior,Bureau of Safety and Environmental Enforcement,611,Offshore Safety and Environmental Enforcement,153386145.4
Department of the Interior,Office of Surface Mining Reclamation and Enforcement,612,Regulation and Technology,78128407.9
Department of the Interior,Office of Surface Mining Reclamation and Enforcement,614,Payments in Lieu of Coal Fee Receipts,49356955.61
Department of the Interior,Office of Surface Mining Reclamation and Enforcement,615,Supplemental Payments to UMWA Health Plans,263409126.1
Department of the Interior,Bureau of Ocean Energy Management,616,Ocean Energy Management,120592842.1
Department of the Interior,Bureau of Safety and Environmental Enforcement,617,Oil Spill Research,0
Department of the Interior,Departmental Offices,618,Indian Education Scholarship Holding Fund,20399712.78
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,619,Operation of Indian Programs,1530481156
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,621,Indian Land Consolidation,0
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,622,White Earth Economic Development and Tribal Government Fund,553781.31
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,623,Contract Support Costs,148554028
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,624,Construction,83444044.69
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,625,Indian Land and Water Claim Settlements and Miscellaneous Payments to Indians,7291851.89
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,626,Claims and Treaty Obligations,2700
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,628,Indian Guaranteed Loan Program Account,4694348.75
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,633,Aamodt Settlement Pueblos' Fund,0
Department of the Interior,Bureau of Reclamation,634,Taos Settlement Fund,0
Department of the Interior,Bureau of Land Management,635,Abandoned Well Remediation Fund,10740739.37
Department of the Interior,National Park Service,636,Centennial Challenge,1454776.71
Department of the Interior,Bureau of Land Management,639,Helium Fund,8480393.12
Department of the Interior,Bureau of Reclamation,640,Lower Colorado River Basin Development Fund,173796889.9
Department of the Interior,Bureau of Reclamation,641,Upper Colorado River Basin Fund,79872972.46
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,643,"Revolving Fund for Loans, Liquidating Account",0
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,644,"Indian Loan Guaranty and Insurance Fund, Liquidating Account",0
Department of the Interior,Department-Wide Programs,645,Working Capital Fund,856398392.9
Department of the Interior,Bureau of Reclamation,646,Working Capital Fund,352874817.6
Department of the Interior,Bureau of Land Management,647,Working Capital Fund,43947456.38
Department of the Interior,Department-Wide Programs,648,Interior Franchise Fund,1498328077
Department of the Interior,United States Geological Survey,649,Working Capital Fund,56407126.2
Department of the Interior,Departmental Offices,650,"Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands",1129395685
Department of the Interior,Office of Surface Mining Reclamation and Enforcement,652,Abandoned Mine Reclamation Fund,196668682.5
Department of the Interior,Bureau of Land Management,653,"Payments to States from Grazing Receipts, Etc., Public Lands Outside Grazing Districts",1215281.12
Department of the Interior,Bureau of Land Management,654,"Service Charges, Deposits and Forfeitures",17786901.3
Department of the Interior,Bureau of Land Management,655,"Expenses, Road Maintenance Deposits",2068678.45
Department of the Interior,United States Fish and Wildlife Service,656,Land Acquisition,35227982.27
Department of the Interior,United States Fish and Wildlife Service,657,Federal Aid to Wildlife Restoration,383285544
Department of the Interior,Bureau of Land Management,658,"Payments to States from Grazing Receipts, Etc., Public Lands within Grazing Districts",1700550.6
Department of the Interior,Bureau of Land Management,659,Land Acquisition,12896943.13
Department of the Interior,National Park Service,660,Land Acquisition and State Assistance,89116554.03
Department of the Interior,Bureau of Land Management,661,"Payments to States from Grazing Receipts, Etc., Public Lands within Grazing Districts",202259.37
Department of the Interior,Departmental Offices,662,"Payments to Alaska from Oil and Gas Leases, National Petroleum Reserve",1368791.11
Department of the Interior,Bureau of Land Management,663,Operation and Maintenance of Quarters,443689
Department of the Interior,National Park Service,664,Operation and Maintenance of Quarters,15813785.13
Department of the Interior,United States Fish and Wildlife Service,665,Operation and Maintenance of Quarters,1696086.7
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,666,Operation and Maintenance of Quarters,4100614.72
Department of the Interior,Bureau of Reclamation,667,Operation and Maintenance of Quarters,313780.69
Department of the Interior,United States Geological Survey,668,Operation and Maintenance of Quarters,20501.48
Department of the Interior,Bureau of Reclamation,669,"Operation, Maintenance, and Replacement of Project Works, North Platte Project (Gering and Fort Laramie, Goshen, and Pathfinder Irrigation Districts)",92860
Department of the Interior,Bureau of Reclamation,670,"Payments to Farmers' Irrigation District (North Platte Project, Neb.-Wyo.)",7488
Department of the Interior,Office of Surface Mining Reclamation and Enforcement,671,Regulation and Technology,74675
Department of the Interior,Bureau of Reclamation,672,Policy and Administration,39551183.39
Department of the Interior,United States Fish and Wildlife Service,675,National Wildlife Refuge Fund,903321.03
Department of the Interior,United States Fish and Wildlife Service,676,Proceeds from Sales,214336.27
Department of the Interior,Bureau of Reclamation,677,Payments to Local Units,0
Department of the Interior,Bureau of Reclamation,679,Recreation Enhancement Fee Program,586463.82
Department of the Interior,National Park Service,680,Recreation Enhancement Fee Program,137440376.2
Department of the Interior,Bureau of Land Management,681,Payments to State and County from Clark County,14193467.4
Department of the Interior,Departmental Offices,682,Indian Arts and Crafts Fund,16416.05
Department of the Interior,Bureau of Land Management,683,Range Improvements,3115941.04
Department of the Interior,Bureau of Land Management,684,Payments to States (Proceeds of Sales),780139.91
Department of the Interior,Departmental Offices,685,Payment to Oklahoma (Royalties),7109.83
Department of the Interior,United States Fish and Wildlife Service,686,Migratory Bird Conservation Account,46526034.6
Department of the Interior,National Park Service,687,Historic Preservation Fund,17562934.49
Department of the Interior,National Indian Gaming Commission,688,National Indian Gaming Commission,17009363.26
Department of the Interior,United States Fish and Wildlife Service,689,Cooperative Endangered Species Conservation Fund,86501947.12
Department of the Interior,United States Fish and Wildlife Service,690,Lahontan Valley and Pyramid Lake Fish and Wildlife Fund,0
Department of the Interior,National Park Service,691,Park Buildings Lease and Maintenance Fund,2902936.17
Department of the Interior,National Park Service,692,Transportation Systems Fund,17508039.67
Department of the Interior,Bureau of Land Management,693,Forest Ecosystems Health and Recovery,3694845.12
Department of the Interior,National Park Service,694,Concessioner Improvement Accounts,5373858.47
