File,DataElementLabel,Definition,Use,Grouping
File E - Additional Awardee Attributes,HighCompOfficer5LastName,"The last name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer5FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer5Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Awardee (Executive Compensation Information)
File F - Sub-award Attributes,SubawardNumber,An identifying number assigned by the prime awardee organization to facilitate the tracking of its sub-contracts.,Extracted,Subaward Identification Information
File F - Sub-award Attributes,PrimeAwardReportID,The unique identifying record ID of the prime award (PIID or FAIN).,Extracted,Subaward Identification Information
File F - Sub-award Attributes,ParentAwardId,The identifier of the procurement award under which the specific award is issued (such as a Federal Supply Schedule). Term currently applies to procurement actions only,Extracted,Subaward Identification Information
File F - Sub-award Attributes,SubcontractAwardAmount,The total amount being awarded to the sub award contract recipient.,Extracted,Subaward Dollar Values
File F - Sub-award Attributes,TotalFundingAmount,The sum of the FederalActionObligation and the Non-Federal Funding Amount.,Extracted,Subaward Dollar Values
File F - Sub-award Attributes,ActionDate,The date the action being reported was issued / signed by the Government or a binding agreement was reached.,Extracted,Subaward Dates
File F - Sub-award Attributes,AwardReportYear,The FFATA Subaward Reporting System (FSRS) Report Period Year for the prime award or subaward.,Extracted,Subaward Dates
File F - Sub-award Attributes,AwardReportMonth,The FFATA Subaward Reporting System (FSRS) Report Period Month for the prime award or subaward.,Extracted,Subaward Dates
File F - Sub-award Attributes,AwardingSubTierAgencyCode,"Identifier of the level 2 organization that awarded, executed or is otherwise responsible for the transaction.",Extracted,Awarding Agency
File F - Sub-award Attributes,AwardingSubTierAgencyName,"Name of the level 2 organization that awarded, executed or is otherwise responsible for the transaction.",Extracted,Awarding Agency
File F - Sub-award Attributes,SubAwardeeOrRecipientUniqueIdentifier,"The unique entity identifier for the subaward recipient, currently defined as the 9-digit number assigned by Dun & Bradstreet (D&B), referred to as the DUNS® number.",Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,SubAwardeeOrRecipientLegalEntityName,"The name of the subaward recipient that relates to the subaward recipient unique identifier. For U.S. based companies, this name is what the business ordinarily files in formation documents with individual states (when required).",Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,Vendor Doing As Business Name,The doing as business name of the contractor address.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,SubAwardeeUltimateParentUniqueIdentifier,The unique identification number for the ultimate parent entity of a subaward recipient. Currently the identifier is the 9-digit number maintained by Dun & Bradstreet (D&B) as the global parent DUNS® number.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,SubAwardeeUltimateParentLegalEntityName,The name of the ultimate parent entity of the subaward recipient. Currently the name is from the 9-digit number from the global parent maintained by Dun & Bradstreet (D&B) as the global parent DUNS® number.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,AwardeeOrRecipientUniqueIdentifier,The unique identification number for an awardee or recipient. Currently the identifier is the 9-digit number assigned by Dun and Bradstreet (D&B) referred to as the DUNS® number.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,AwardeeOrRecipientLegalEntityName,"The name of the awardee or recipient that relates to the unique identifier. For U.S. based companies, this name is what the business ordinarily files in formation documents with individual states (when required).",Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityAddressLine1,First line of the awardee or recipient’s legal business address where the office represented by the Unique Entity Identifier (as registered in the System for Award Management) is located.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityCityName,Name of the city in which the awardee or recipient’s legal business address is located.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityStateCode,"United States Postal Service (USPS) two-letter abbreviation for the state or territory in which the awardee or recipient’s legal business address is located. Identify States, the District of Columbia, territories (i.e., American Samoa, Guam, Northern Mariana Islands, Puerto Rico, U.S. Virgin Islands) and associated states (i.e., Republic of the Marshall Islands, the Federated States of Micronesia, and Palau) by their USPS two-letter abbreviation for the purposes of reporting.",Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityStateName,State where the awardee or recipient is located.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityZIP+4,USPS zoning code associated with the awardee or recipient’s legal business address. This is not a required data element for non-US addresses.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityCongressionalDistrict,The congressional district in which the awardee or recipient is located. This is not a required data element for non-U.S. addresses.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityCountryCode,"Code for the country in which the awardee or recipient is located, using the International Standard for country codes (ISO) 3166-1 Alpha-3 GENC Profile, minus the codes listed for those territories and possessions of the United States already identified as “states.”",Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityCountryName,The name corresponding to the country code.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,LegalEntityForeignPostalCode,For foreign recipients only: foreign postal code in which the awardee or recipient's legal business address is located.,Extracted,Subawardee and Awardee (DUNS and Address Information)
File F - Sub-award Attributes,PrimaryPlaceOfPerformanceAddressLine1,A street address line indicating where the predominant performance of the award will be accomplished,Extracted,Place of Performance
File F - Sub-award Attributes,PrimaryPlaceOfPerformanceCityName,The name of the city where the predominant performance of the award will be accomplished,Extracted,Place of Performance
File F - Sub-award Attributes,PrimaryPlaceOfPerformanceStateCode,"United States Postal Service (USPS) two-letter abbreviation for the state or territory indicating where the predominant performance of the award will be accomplished. Identify States, the District of Columbia, territories (i.e., American Samoa, Guam, Northern Mariana Islands, Puerto Rico, U.S. Virgin Islands) and associated states (i.e., Republic of the Marshall Islands, the Federated States of Micronesia, and Palau) by their USPS two-letter abbreviation for the purposes of reporting.",Extracted,Place of Performance
File F - Sub-award Attributes,PrimaryPlaceOfPerformanceStateName,The name of the state or territory where the predominant performance of the award will be accomplished.,Extracted,Place of Performance
File F - Sub-award Attributes,PrimaryPlaceOfPerformanceZIP+4,"United States ZIP code (five digits) concatenated with the additional +4 digits, identifying where the predominant performance of the award will be accomplished.",Extracted,Place of Performance
File F - Sub-award Attributes,PrimaryPlaceOfPerformanceCongressionalDistrict,U.S. Congressional district where the predominant performance of the award will be accomplished.,Extracted,Place of Performance
File F - Sub-award Attributes,PrimaryPlaceOfPerformanceCountryCode,Country code where the predominant performance of the award will be accomplished.,Extracted,Place of Performance
File F - Sub-award Attributes,PrimaryPlaceOfPerformanceCountryName,Name of the country represented by the country code where the predominant performance of the award will be accomplished.,Extracted,Place of Performance
File F - Sub-award Attributes,AwardDescription,A brief description of the purpose of the award.,Extracted,Key Subaward Information
File F - Sub-award Attributes,CFDA_NumberAndTitle,"The number(s) and title(s) assigned to a Federal area of work in the Catalog of Federal Domestic Assistance. 
",Extracted,Key Subaward Information
File F - Sub-award Attributes,NAICS,The identifier that represents the North American Industrial Classification System (NAICS) Code assigned to the solicitation and resulting award identifying the industry in which the contract requirements are normally performed.,Extracted,Key Subaward Information
File F - Sub-award Attributes,NAICS_Description,The title associated with the NAICS Code.,Extracted,Key Subaward Information
File F - Sub-award Attributes,HighCompOfficer1FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer1Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer2FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer2Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer3FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer3Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer4FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer4Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer5FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,HighCompOfficer5Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Subawardee (Executive Compensation Information)
File F - Sub-award Attributes,SubawardeeBusinessType,Comma separated list representing sub-contractor business types pulled from FPDS-NG (Federal Procurement Data System - Next Generation) or Central Contract Registration (CCR).,Extracted,Subawardee (Business Types)
File F - Sub-award Attributes,SubawardeeBusinessTypeDescriptionTag,Description tag (by way of the DATA Act Broker) that explains the meaning of the code provided in the BusinessType Field,Extracted,Subawardee (Business Types)
File F - Sub-award Attributes,RecModelQuestion1,"True or false flag in response to FFATA question for the sub-awardee: In your business or organization’s previous fiscal year, did your business or organization (including parent organization, all branches, and all affiliates worldwide) receive (1) 80 percent or more of your annual gross revenues in U.S. federal contracts, subcontracts, loans, grants, subgrants, and/or cooperative agreements; and (2) $25,000,000 or more in annual gross revenues from U.S. federal contracts, subcontracts, loans, grants, subgrants, and/or cooperative agreements?",Extracted,Transaction Information
File F - Sub-award Attributes,RecModelQuestion2,"True or false flag in response to FFATA question for the sub-awardee: Does the public have access to information about the compensation of the senior executives in your business or organization (including parent organization, all branches, and all affiliates worldwide) through periodic reports filed under section 13(a) or 15(d) of the Securities Exchange Act of 1934 (15 U.S.C. 78m (a), 78o (d)) or section 6104 of the Internal Revenue Code of 1986?",Extracted,Transaction Information
FABS - Submission Content Detailed Inventory,FAIN,The Federal Award Identification Number (FAIN) is the unique ID within the Federal agency for each (non-aggregate) financial assistance award.,Conditional per Validation Rule,Financial Assistance Identification Information
FABS - Submission Content Detailed Inventory,AwardModificationAmendmentNumber,The identifier of an action being reported that indicates the specific subsequent change to the initial award.,Optional,Financial Assistance Identification Information
FABS - Submission Content Detailed Inventory,URI,Unique Record Identifier. An agency defined identifier that (when provided) is unique for every reported action.,Conditional per Validation Rule,Financial Assistance Identification Information
FABS - Submission Content Detailed Inventory,SAI_Number,A number assigned by state (as opposed to federal) review agencies to the award during the grant application process.,Optional,Financial Assistance Identification Information
FABS - Submission Content Detailed Inventory,FederalActionObligation,"Amount of Federal government’s obligation, de-obligation, or liability for an award transaction.",Conditional per Validation Rule,Obligation and Loan Dollar Values
FABS - Submission Content Detailed Inventory,NonFederalFundingAmount,"The amount of the award funded by non-Federal source(s), in dollars. Program Income (as defined in 2 CFR § 200.80) is not included until such time that Program Income is generated and credited to the agreement.",Optional,Obligation and Loan Dollar Values
FABS - Submission Content Detailed Inventory,FaceValueOfDirectLoanOrLoanGuarantee,The face value of the direct loan or loan guarantee.,Conditional per Validation Rule,Obligation and Loan Dollar Values
FABS - Submission Content Detailed Inventory,OriginalLoanSubsidyCost,"The estimated long-term cost to the Government of a direct loan or loan guarantee, or modification thereof, calculated on a net present value basis, excluding administrative costs.",Conditional per Validation Rule,Obligation and Loan Dollar Values
FABS - Submission Content Detailed Inventory,ActionDate,The date the action being reported was issued / signed by the Government or a binding agreement was reached.,Required,Action and Period of Performance Dates
FABS - Submission Content Detailed Inventory,PeriodOfPerformanceStartDate,"The date on which, for the award referred to by the action being reported, awardee effort begins or the award is otherwise effective.",Optional,Action and Period of Performance Dates
FABS - Submission Content Detailed Inventory,PeriodOfPerformanceCurrentEndDate,"The current date on which, for the award referred to by the action being reported, awardee effort completes or the award is otherwise ended. Administrative actions related to this award may continue to occur after this date. This date does not apply to procurement indefinite delivery vehicles under which definitive orders may be awarded.",Optional,Action and Period of Performance Dates
FABS - Submission Content Detailed Inventory,AwardingSubTierAgencyCode,"Identifier of the level 2 organization that awarded, executed or is otherwise responsible for the transaction.",Required,Awarding/Funding Agency
FABS - Submission Content Detailed Inventory,AwardingOfficeCode,"Identifier of the level n organization that awarded, executed or is otherwise responsible for the transaction.",Optional,Awarding/Funding Agency
FABS - Submission Content Detailed Inventory,FundingSubTierAgencyCode,Identifier of the level 2 organization that provided the preponderance of the funds obligated by this transaction.,Optional,Awarding/Funding Agency
FABS - Submission Content Detailed Inventory,FundingOfficeCode,Identifier of the level n organization that provided the preponderance of the funds obligated by this transaction.,Optional,Awarding/Funding Agency
FABS - Submission Content Detailed Inventory,AwardeeOrRecipientUniqueIdentifier,The unique identification number for an awardee or recipient. Currently the identifier is the 9-digit number assigned by Dun and Bradstreet (D&B) referred to as the DUNS® number.,Conditional per Validation Rule,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,AwardeeOrRecipientLegalEntityName,"The name of the awardee or recipient that relates to the unique identifier. For U.S. based companies, this name is what the business ordinarily files in formation documents with individual states (when required).",Required,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityCountryCode,"Code for the country in which the awardee or recipient is located, using the International Standard for country codes (ISO) 3166-1 Alpha-3 GENC Profile, minus the codes listed for those territories and possessions of the United States already identified as “states.”",Required,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityAddressLine1,First line of the awardee or recipient’s legal business address where the office represented by the Unique Entity Identifier (as registered in the System for Award Management) is located.,Conditional per Validation Rule,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityAddressLine2,Second line of awardee or recipient’s legal business address.,Optional,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityZIP5,USPS five digit zoning code associated with the awardee or recipient’s legal business address. This field must be blank for non-US addresses.,Conditional per Validation Rule,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityZIPLast4,USPS four digit extension code associated with the awardee or recipient’s legal business address. This must be blank for non-US addresses,Conditional per Validation Rule,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityCongressionalDistrict,The congressional district in which the awardee or recipient is located. This is not a required data element for non-U.S. addresses.,Conditional per Validation Rule,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityForeignCityName,For foreign recipients only: name of the city in which the awardee or recipient’s legal business address is located.,Conditional per Validation Rule,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityForeignProvinceName,For foreign recipients only: name of the state or province in which the awardee or recipient’s legal business address is located.,Optional,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,LegalEntityForeignPostalCode,For foreign recipients only: foreign postal code in which the awardee or recipient's legal business address is located.,Optional,Recipient (AwardeeOrRecipientUniqueIdentifier and Address Information)
FABS - Submission Content Detailed Inventory,PrimaryPlaceOfPerformanceCode,A numeric code indicating where the predominant performance of the award will be accomplished,Conditional per Validation Rule,Place of Performance
FABS - Submission Content Detailed Inventory,PrimaryPlaceOfPerformanceZIP+4,"United States ZIP code (five digits) concatenated with the additional +4 digits, identifying where the predominant performance of the award will be accomplished.",Conditional per Validation Rule,Place of Performance
FABS - Submission Content Detailed Inventory,PrimaryPlaceOfPerformanceCongressionalDistrict,U.S. Congressional district where the predominant performance of the award will be accomplished.,Conditional per Validation Rule,Place of Performance
FABS - Submission Content Detailed Inventory,PrimaryPlaceOfPerformanceCountryCode,Country code where the predominant performance of the award will be accomplished.,Conditional per Validation Rule,Place of Performance
FABS - Submission Content Detailed Inventory,PrimaryPlaceOfPerformanceForeignLocationDescription,"For foreign places of performance: identify where the predominant performance of the award will be accomplished, describing it as specifically as possible.",Conditional per Validation Rule,Place of Performance
FABS - Submission Content Detailed Inventory,CFDA_Number,The number assigned to a Federal area of work in the Catalog of Federal Domestic Assistance (CFDA).,Required,Key Financial Assistance Information
FABS - Submission Content Detailed Inventory,AssistanceType,The type of assistance provided by the award. ,Required,Key Financial Assistance Information
FABS - Submission Content Detailed Inventory,AwardDescription,A brief description of the purpose of the award.,Conditional per Validation Rule,Key Financial Assistance Information
FABS - Submission Content Detailed Inventory,BusinessFundsIndicator,The Business Funds Indicator sometimes abbreviated BFI. Code indicating the award's applicability to the Recovery Act.,Required,Additional Financial Assistance Information
FABS - Submission Content Detailed Inventory,BusinessTypes,A collection of indicators of different types of recipients based on socio-economic status and organization / business areas.,Required,Recipient (Business Types)
FABS - Submission Content Detailed Inventory,CorrectionDeleteIndicator,A code to indicate how the record should be processed: correction to an existing record; deletion of a record; new record.,Optional,Transaction Information
FABS - Submission Content Detailed Inventory,ActionType,Description (and corresponding code) that provides information on any changes made to the Federal prime award. There are typically multiple actions for each award.,Conditional per Validation Rule,Transaction Information
FABS - Submission Content Detailed Inventory,RecordType,"Code indicating whether an action is an aggregate record, a non-aggregate record, or a non-aggregate record to an individual recipient (PII-Redacted).",Required,Transaction Information
